Concordance,type,lex_asp_b,lex_asp,lex_asp_2,bound_2,bounding,telicity,temp_bound,verb_lemma,File,period
"he Germans . CHAPMAN-1774,196.242 The classics which are principally read here , are very proper for forming the style and taste of the elder scholars ; CHAPMAN-1774,196.243 but it is much to be wishe",VG,activity,activity,activity,unbound,unbound,atelic,neutral,forming,chapman-1774.txt,LModE
"ulary ; which not only furnishes them with a stock of words , but is likewise a very proper book for exemplifying the declensions and conjugations . CHAPMAN-1774,189.198 Along with the Vocabulary they",VG,activity,activity,activity,unbound,unbound,atelic,neutral,exemplifying,chapman-1774.txt,LModE
" the vocabulary , of the grammar , and of the rules of syntax , except what part of it they spend in repeating the questions of their catechisms . CHAPMAN-1774,188.192 Sect. II . CHAPMAN-1774,189.195 ",VG,activity,activity,activity,unbound,unbound,atelic,neutral,repeating,chapman-1774.txt,LModE
"8.192 Sect. II . CHAPMAN-1774,189.195 What Books are taught , and in what Order ; with the Manner of teaching the Principles of the English Language . CHAPMAN-1774,189.196 If boys have not begun the s",VG,activity,activity,activity,unbound,unbound,atelic,neutral,teaching,chapman-1774.txt,LModE
"s Roman History into English . CHAPMAN-1774,192.216 This year an hour is set apart , every day , for teaching the principles of the English tongue . CHAPMAN-1774,192.217 For that most useful study , t",VG,activity,activity,activity,unbound,unbound,atelic,neutral,teaching,chapman-1774.txt,LModE
" power , "" Niti summa` ope ; - "" To excel any one , "" Praestare alicui , &c. CHAPMAN-1774,205.291 In reading the Latin poets , first of all they deliver the parts of speech , the order of the words , ",VG,activity,activity,activity,unbound,unbound,atelic,unbound,reading,chapman-1774.txt,LModE
"azardous than it is honourable . CHAPMAN-1774,199.256 Sect. III . CHAPMAN-1774,199.258 The Method of Reading and Explaining the Classics . CHAPMAN-1774,199.259 Till boys have laid in a considerable st",VG,activity,activity,activity,unbound,unbound,atelic,neutral,reading,chapman-1774.txt,LModE
"n it is honourable . CHAPMAN-1774,199.256 Sect. III . CHAPMAN-1774,199.258 The Method of Reading and Explaining the Classics . CHAPMAN-1774,199.259 Till boys have laid in a considerable stock of Latin",VG,activity,activity,activity,unbound,unbound,atelic,neutral,explaining,chapman-1774.txt,LModE
"e of that kind . CHAPMAN-1774,198.252 But as a natural genius for poetry is absolutely requisite for forming a poet , and is not to be acquired by art , though it may be greatly improved by it ; there",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,forming,chapman-1774.txt,LModE
"-1707,318.226 This Resolution might have prov'd fatal to all Greece , had it not been prevented from taking effect by the Wisdom of Themistocles , who , at the Instigation of Mnesiphilus an Athenian ,",VG,achievement,achievement,achievement,bound,bound,telic,bound,taking_effect,hind-1707.txt,LModE
"Corderius , literally translated , and ranged in the order of construction . CHAPMAN-1774,200.263 In reading these , the teacher , first of all , relates the subject of the lesson in the simplest lang",VG,activity,activity,activity,unbound,unbound,atelic,unbound,reading,chapman-1774.txt,LModE
"idents , and apply the rules of syntax with ease , they $can $not {TEXT:cannot} be supposed ripe for explaining the classics . CHAPMAN-1774,200.261 The arrangement of words in the Latin tongue , which",VG,activity,activity,activity,unbound,unbound,atelic,neutral,explaining,chapman-1774.txt,LModE
"ather be deceived , than be suspicious ; had rather forego his known Right , than run the Venture of doing even a hard thing . BUTLER-1726,243.124 This is the general Temper of that Charity , of which",VG,activity,activity,activity,unbound,unbound,atelic,neutral,doing,butler-1726.txt,LModE
"Influence . BUTLER-1726,244.133 This good Principle in Inferiours {COM:sic} would discover itself in paying Respect , Gratitude , Obedience , as due . BUTLER-1726,244.134 It were therefore $me $thinks",VG,activity,activity,activity,unbound,unbound,atelic,unbound,paying,butler-1726.txt,LModE
"edience , as due . BUTLER-1726,244.134 It were therefore $me $thinks {TEXT:methinks} one just way of trying one's own Character , to ask ourselves , Am I in reality a better Master or Servant , a bett",VG,activity,activity,activity,unbound,unbound,atelic,neutral,trying,butler-1726.txt,LModE
"bour would make us do the same for him : BUTLER-1726,240.103 But the Degree in which we are put upon seeking and making use of the Means of Gratification , by the feeling of those Affections , Appetit",VG,accomplishment,activity,activity,unbound,unbound,telic,unbound,seeking,butler-1726.txt,LModE
" really owe to Themselves ; the more of their Care and Thought , and of their Fortune they employ in doing Good to their Fellow-creatures , the nearer they come up to the Law of Perfection , BUTLER-17",VG,activity,activity,activity,unbound,unbound,atelic,unbound,doing,butler-1726.txt,LModE
"al , would not be neglected ; the apprehended Danger of which seems to be the only Objection against understanding the Precept in this strict Sense . BUTLER-1726,242.110 III. The general Temper of Min",VG,state,state,state,unbound,unbound,atelic,neutral,understanding,butler-1726.txt,LModE
"ake us do the same for him : BUTLER-1726,240.103 But the Degree in which we are put upon seeking and making use of the Means of Gratification , by the feeling of those Affections , Appetites and Passi",VG,activity,activity,activity,unbound,unbound,atelic,unbound,making,butler-1726.txt,LModE
"ted with Benevolence : BUTLER-1726,253.176 Yet surely they must be connected , if there be indeed in Being an Object infinitely Good . BUTLER-1726,253.177 Humane Nature is so constituted , that every ",VG,state,state,state,unbound,unbound,atelic,unbound,being,butler-1726.txt,LModE
"he Generality of Men should see , that those things , which are made the Occasions of Dissention and fomenting the Party-Spirit , are really nothing at all : BUTLER-1726,245.138 But it may be expected",VG,achievement,achievement,achievement,bound,bound,telic,neutral,fomenting,butler-1726.txt,LModE
"this will not only prevent our being injurious to him , BUTLER-1726,231.37 but will also put us upon promoting his Good . BUTLER-1726,231.38 There are Blessings in Life , which we share in common with",VG,activity,activity,activity,unbound,unbound,atelic,unbound,promoting,butler-1726.txt,LModE
"TLER-1726,232.44 It would likewise , in some Measure , lessen that interfering ; and hinder Men from forming so strong a Notion of private Good , exclusive of the Good of others , as we commonly do . ",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,forming,butler-1726.txt,LModE
" any Thing , from Consideration that such Love or Fear or Hatred may be a Means of obtaining Good or avoiding Evil . BUTLER-1726,271.327 But the Question , whether we ought to love God for his Sake or",VG,activity,activity,activity,unbound,unbound,atelic,neutral,avoiding,butler-1726.txt,LModE
"ve or fear or hate any Thing , from Consideration that such Love or Fear or Hatred may be a Means of obtaining Good or avoiding Evil . BUTLER-1726,271.327 But the Question , whether we ought to love G",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,obtaining,butler-1726.txt,LModE
"26,257.207 This will be illustrated by the Description of a perfect Character in a Creature ; and by considering the Manner , in which a good Man in his Presence would be affected towards such a Chara",VG,state,state,state,unbound,unbound,atelic,unbound,considering,butler-1726.txt,LModE
"ER-1726,253.183 kill in us all the Seeds of Envy and Ill-will ; BUTLER-1726,253.184 and help us , by cultivating within ourselves the Love of our Neighbour , to improve in the Love of Thee . BUTLER-17",VG,activity,activity,activity,unbound,unbound,atelic,neutral,cultivating,butler-1726.txt,LModE
" Notice of the particular Extravagancies , which have been vented under the Pretence or Endeavour of explaining the Love of God ; or how manifestly we are got into the contrary Extream , under the Not",VG,accomplishment,accomplishment,accomplishment,bound,bound,telic,neutral,explaining,butler-1726.txt,LModE
"ness to Error . BUTLER-1726,256.196 It may be sufficient to have mentioned this in general , without taking Notice of the particular Extravagancies , which have been vented under the Pretence or Endea",VG,achievement,activity,activity,unbound,unbound,telic,unbound,taking,butler-1726.txt,LModE
"ventions which have only a remote Tendency towards Enjoyment , perhaps but a remote Tendency towards gaining the Means only of Enjoyment , which are chiefly spoken of as useful to the World . BUTLER-1",VG,achievement,achievement,achievement,bound,bound,telic,neutral,gaining,butler-1726.txt,LModE
", then what is called Affection , Love , Desire , Hope , in Humane Nature , is only an uneasiness in being at Rest ; and unquiet Disposition to Action , Progress , Pursuit , without End or Meaning . B",VG,state,state,state,unbound,unbound,atelic,unbound,being,butler-1726.txt,LModE
"hip , or Mirth and Entertainment , it is all one , if it be without respect to Fortune , Honour , or increasing our Stores of Knowledge , or anything beyond the present time ; BUTLER-1726,260.228 here",VG,activity,activity,activity,unbound,unbound,atelic,neutral,increasing,butler-1726.txt,LModE
"son to think ourselves in general affected by this imputation . BURTON-1762,2,10.172 We are far from claiming any merit in the external observance of religious ordinances ; BURTON-1762,2,10.173 $'t $i",VG,achievement,achievement,achievement,bound,bound,telic,neutral,claiming,burton-1762.txt,LModE
"ho by office , are most interested in the effects of publick administration , are most interested in promoting the means necessary to this end ; BURTON-1762,2,12.198 and accordingly ought to be most e",VG,activity,activity,activity,unbound,unbound,atelic,neutral,promoting,burton-1762.txt,LModE
"indeed used the best human means for the defence of your City ; BURTON-1762,1,9.58 and I am far from blaming such necessary precautions : BURTON-1762,1,9.59 but herein I condemn your folly and wickedn",VG,achievement,achievement,achievement,bound,bound,telic,neutral,blaming,burton-1762.txt,LModE
"nd to baldness , and to girding with sackcloth : BURTON-1762,1,1.4 - And behold , joy and gladness , slaying oxen , and killing sheep , eating flesh , and drinking wine ; BURTON-1762,1,1.5 "" let us ea",VG,activity,activity,activity,unbound,unbound,atelic,unbound,slaying,burton-1762.txt,LModE
"d to girding with sackcloth : BURTON-1762,1,1.4 - And behold , joy and gladness , slaying oxen , and killing sheep , eating flesh , and drinking wine ; BURTON-1762,1,1.5 "" let us eat and drink BURTON-",VG,activity,activity,activity,unbound,unbound,atelic,unbound,killing,burton-1762.txt,LModE
" - to direct their views to the Lord God of Hosts : to the end that they might feel the necessity of humbling themselves under his mighty hand , and by the reformation of their manners reconcile thems",VG,activity,activity,activity,unbound,unbound,atelic,neutral,humbling,burton-1762.txt,LModE
"h sackcloth : BURTON-1762,1,1.4 - And behold , joy and gladness , slaying oxen , and killing sheep , eating flesh , and drinking wine ; BURTON-1762,1,1.5 "" let us eat and drink BURTON-1762,1,1.6 for $",VG,activity,activity,activity,unbound,unbound,atelic,unbound,eating,burton-1762.txt,LModE
"N-1762,1,1.4 - And behold , joy and gladness , slaying oxen , and killing sheep , eating flesh , and drinking wine ; BURTON-1762,1,1.5 "" let us eat and drink BURTON-1762,1,1.6 for $tomorrow {TEXT:to_m",VG,activity,activity,activity,unbound,unbound,atelic,unbound,drinking,burton-1762.txt,LModE
